"","Index","STAT_422_ID_NUMBER","Full.Address","URL","Model","Street.Address","X","Style","Maintenance","Zip","City","GRAND.LARCENY.5.YR_AVG","listing_price_to_nearest_1000","Parking.Charges","Baths.Full","GRAND.LARCENY.1.YR_AVG","Total.Taxes","GRAND.LARCENY.3.YR_AVG","Fuel","high_schools","Kitchen.Type","walk_score","dogs_allowed","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.3.YR_AVG","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.1.YR_AVG","RAPE.5.YR_AVG","Common.Charges","GRAND.LARCENY.OF.MOTOR.VEHICLE.3.YR_AVG","MURDER...NON.NEGL..MANSLAUGHTER.3.YR_AVG","Bedrooms","ROBBERY.1.YR_AVG","FELONY.ASSAULT.5.YR_AVG","MURDER...NON.NEGL..MANSLAUGHTER.1.YR_AVG","Approx.Year.Built","GRAND.LARCENY.OF.MOTOR.VEHICLE.5.YR_AVG","YTD.Enrollment.2011","School","Approx..Interior.Sqft","FELONY.ASSAULT.3.YR_AVG","FELONY.ASSAULT.1.YR_AVG","Deductible..","NOV.Count","BURGLARY.5.YR_AVG","middle_schools1","GRAND.LARCENY.OF.MOTOR.VEHICLE.1.YR_AVG","Total.Rooms","Construction","Beds","BURGLARY.1.YR_AVG","YTD.Attendance.2011","MURDER...NON.NEGL..MANSLAUGHTER.5.YR_AVG","RAPE.3.YR_AVG","Baths.Half","Garage","ROBBERY.5.YR_AVG","ROBBERY.3.YR_AVG","X..Floors.In.Building","RAPE.1.YR_AVG","elem_schools","BURGLARY.3.YR_AVG","cats_allowed","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.5.YR_AVG","Sold.Price"
"1103",2208,NA,"67-40 136 St, Flushing NY, 11367","","Garden Style","67-40 136 St",NA,"Co-op",1299,"11367","Flushing",466,NA,40,"1",465,2740,479,"GAS","John Bowne High School (Q425)","efficiency",63,"Y",1170,1104,12,416,149,1,"3",212,124,3,1950,166,34371,"25",420,122,112,50,0,219,"Q250",153,6,"Brick",3,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,286000
"1104",2211,NA,"141-11 79th Ave, Kew Garden Hills NY, 11367","","3Br Apt","141-11 79th Ave",NA,"Co-op",889,"11367","Kew Garden Hills",466,NA,135,"1",465,2740,479,"OIL","Hillcrest High School (Q505)","efficiency",88,"N",1170,1104,12,314,149,1,"3",212,124,3,1940,166,34371,"25",447,122,112,50,0,219,"Q250",153,5,"Brick",3,151,"91.90%",1,13,"0","NO",225,215,"5",8,"P.S. 164 Queens Valley (Q164)",189,"N",1217,295000
"1105",2214,NA,"136 Jewel Ave, Kew Garden Hills NY, 11367","","Renovation","136 Jewel Avenue",NA,"Co-op",1273,"11367","Kew Garden Hills",466,NA,33,"1",465,125,479,"OTHER","John Bowne High School (Q425)","efficiency",82,"Y",1170,1104,12,558,149,1,"3",212,124,3,1950,166,34371,"25",395,122,112,48,0,219,"Q250",153,4,"Brick",3,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 165 Edith K. Bergtraum (Q165)",189,"Y",1217,310000
"1106",2215,NA,"Flushing NY, 11367","","Middle Village","Address Not available",NA,"Condo",735,"11367","Flushing",466,NA,16,"10",465,1200,479,"GAS","John Bowne High School (Q425)","efficiency",90,"Y",1170,1104,12,295,149,1,"1",212,124,3,1950,166,31988,"26",225,122,112,40,0,219,"Q250",153,2,"Brick",1,151,"93.34%",1,13,"0","NO",225,215,"13",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,250000
"1107",2217,NA,"152-72 Melbourne Ave, Flushing NY, 11367","","Apartment","152-72 Melbourne Ave",NA,"Condo",741,"11367","Flushing",466,NA,53,"1",465,2178,479,"OIL","John Bowne High School (Q425)","efficiency",85,"N",1170,1104,12,248,149,1,"0",212,124,3,1963,166,34371,"25",247,122,112,40,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"7",8,"P.S. 201 The Discovery School for Inquiry and Research (Q201)",189,"N",1217,280000
"1108",2219,NA,"Kew Garden Hills NY, 11367","","Fleur De Li","Address Not available",NA,"Condo",853,"11367","Kew Garden Hills",466,NA,68,"1",465,2777,479,"OIL","John Bowne High School (Q425)","efficiency",82,"N",1170,1104,12,317,149,1,"1",212,124,3,1963,166,34371,"25",347,122,112,40,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"6",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,305000
"1109",2223,NA,"69-67 Park Dr E, Kew Garden Hills NY, 11367","","Garden Style","69-67 Park Drive East",NA,"Condo",782,"11367","Kew Garden Hills",466,NA,66,"1",465,1811,479,"GAS","Hillcrest High School (Q505)","efficiency",69,"Y",1170,1104,12,447,149,1,"1",212,124,3,1950,166,34371,"25",298,122,112,47,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 164 Queens Valley (Q164)",189,"Y",1217,345000
"1110",2227,NA,"150-38 Union Tpke, Flushing NY, 11367","","1 Bedroom","150-38 Union Tpke",NA,"Condo",602,"11367","Flushing",466,NA,0,"1",465,3258,479,"ELEC","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,466,149,1,"1",212,124,3,1973,166,34371,"25",469,122,112,0,0,219,"Q217",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"13",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,383000
"1111",2228,NA,"Flushing NY, 11367","","Village Mall","Address Not available",NA,"Condo",735,"11367","Flushing",466,NA,16,"1",465,1950,479,"GAS","John Bowne High School (Q425)","efficiency",90,"Y",1170,1104,12,466,149,1,"1",212,124,3,1974,166,34371,"25",333,122,112,40,0,219,"Q250",153,4,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"13",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,386000
"1112",2229,NA,"152-18 Union Tpke, Kew Garden Hills NY, 11367","","Village Mall @ Hill>","152-18 Union Tpke",NA,"Condo",712,"11367","Kew Garden Hills",466,NA,17,"1",465,3452,479,"ELEC","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,582,149,1,"2",212,124,3,1973,166,37009,"28",454,122,112,27,0,219,"Q217",153,5,"Brick",2,151,"91.70%",1,13,"0","NO",225,215,"11",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,388000
"1113",2230,NA,"150-38 Union Tpke, Flushing NY, 11367","","Luxury Highriser","150-38 Union Tpke",NA,"Condo",602,"11367","Flushing",466,NA,0,"1",465,2352,479,"OTHER","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,675,149,1,"2",212,124,3,1975,166,34371,"25",438,122,112,0,0,219,"Q217",153,5,"Brick",2,151,"91.90%",1,13,"0","NO",225,215,"13",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,420000
"1114",2231,NA,"150-38 Union Tpke, Flushing NY, 11367","","Village Mall","150-38 Union Tpke",NA,"Condo",602,"11367","Flushing",466,NA,0,"1",465,3761,479,"OTHER","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,630,149,1,"2",212,124,3,1973,166,34371,"25",438,122,112,0,0,219,"Q217",153,4,"Brick",2,151,"91.90%",1,13,"0","NO",225,215,"12",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,425000
"1115",2232,NA,"150-38 Union Tpke, Flushing NY, 11367","","2Br/2Bath","150-38 Union Tpke",NA,"Condo",602,"11367","Flushing",466,NA,0,"2",465,3929,479,"ELEC","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,567,149,1,"2",212,124,3,1973,166,34371,"25",450,122,112,0,0,219,"Q217",153,4,"Brick",2,151,"91.90%",1,13,"0","NO",225,215,"14",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,440000
"1116",2233,NA,"150-38 Union Tpke, Flushing NY, 11367","","Two Bedroom One Bath","150-38 Union Tpke",NA,"Condo",602,"11367","Flushing",466,NA,0,"1",465,3490,479,"ELEC","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,670,149,1,"2",212,124,3,1973,166,34371,"25",438,122,112,0,0,219,"Q217",153,4,"Brick",2,151,"91.90%",1,13,"0","NO",225,215,"13",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,480000
"1117",2234,NA,"152-18 Union Tpke, Flushing NY, 11367","","Village Mall","152-18 Union Tpk",NA,"Condo",545,"11367","Flushing",466,NA,0,"2",465,3620,479,"GAS","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,764,149,1,"3",212,124,3,1973,166,34371,"25",42,122,112,27,0,219,"Q217",153,8,"Brick",3,151,"91.90%",1,13,"0","NO",225,215,"13",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,499888
"1118",2239,NA,"144-46 77th Rd, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/144-46-77th-Rd-Kew-Garden-Hills-NY-11367-175030564","1 Bedroom","144-46 77th",NA,"Co-op",567,"11367","Hills",466,NA,120,"1",465,2740,479,"OIL","Hillcrest High School (Q505)","efficiency",88,"N",1170,1104,12,416,149,1,"1",212,124,3,1948,166,34371,"25",250,122,112,40,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"3",8,"P.S. 164 Queens Valley (Q164)",189,"N",1217,158000
"1119",2240,NA,"67-91 136th St, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/67-91-136-Street-Kew-Garden-Hills-NY-11367-165177176","Garden Apartment","67-91 136",NA,"Co-op",746,"11367","Hills",466,NA,70,"1",465,2740,479,"OIL","John Bowne High School (Q425)","efficiency",63,"Y",1170,1104,12,0,149,1,"1",212,124,3,1950,166,34371,"25",486,122,112,35,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,164000
"1120",2241,NA,"78-37 Main St, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/78-37-Main-St-Kew-Garden-Hills-NY-11367-195175439","Kew Garden Owner In>","78-37 Main",NA,"Co-op",639,"11367","Hills",466,NA,100,"1",465,2740,479,"OIL","Hillcrest High School (Q505)","efficiency",90,"N",1170,1104,12,416,149,1,"1",212,124,3,1960,166,34371,"25",334,122,112,50,0,219,"Q250",153,4,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"3",8,"P.S. 164 Queens Valley (Q164)",189,"N",1217,164900
"1121",2242,NA,"136-59 68th Dr, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/136-59-68th-Dr-Kew-Garden-Hills-NY-11367-177089554","One Bedroom","136-59 68th",NA,"Co-op",788,"11367","Hills",466,NA,66,"1",465,2740,479,"OIL","John Bowne High School (Q425)","efficiency",67,"Y",1170,1104,12,416,149,1,"1",212,124,3,1950,166,34371,"25",487,122,112,47,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,167500
"1122",2244,NA,"67-20 152 St, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/67-20-152-St-Flushing-NY-11367-168879104","1 Bedroom","67-20 152",NA,"Co-op",658,"11367","Flushing",466,NA,66,"1",465,2740,479,"OIL","John Bowne High School (Q425)","efficiency",89,"Y",1170,1104,12,416,149,1,"1",212,124,3,1955,166,34371,"25",420,122,112,47,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 165 Edith K. Bergtraum (Q165)",189,"Y",1217,175000
"1123",2245,NA,"150-69 70th Rd, Kew Garden Hills, NY 11367","http://www.mlsli.com/homes-for-sale/150-69-70th-Rd-Kew-Garden-Hills-NY-11367-156199323","1 Bedroom","150-69 70th",NA,"Co-op",638,"11367","Hills",466,NA,66,"1",465,2740,479,"OIL","John Bowne High School (Q425)","efficiency",87,"Y",1170,1104,12,0,149,1,"1",212,124,3,1951,166,34371,"25",291,122,112,47,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 165 Edith K. Bergtraum (Q165)",189,"Y",1217,180000
"1124",2246,NA,"150-22 Melbourne Ave, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/150-22-Melbourne-Ave-Flushing-NY-11367-171513373","Garden Apt.","150-22 Melbourne",NA,"Co-op",670,"11367","Flushing",466,NA,100,"1",465,2678,479,"OIL","John Bowne High School (Q425)","efficiency",88,"Y",1170,1104,12,301,149,1,"1",212,124,3,1950,166,34371,"25",354,122,112,40,0,219,"Q250",153,4,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"4",8,"P.S. 165 Edith K. Bergtraum (Q165)",189,"Y",1217,198800
"1125",2247,NA,"68-06 150th St, Kew Garden Hills, NY 11367","http://www.mlsli.com/homes-for-sale/68-06-150th-St-Kew-Garden-Hills-NY-11367-183756517","Garden Apartment","68-06 150th",NA,"Co-op",658,"11367","Hills",466,NA,100,"1",465,2740,479,"OIL","John Bowne High School (Q425)","efficiency",88,"Y",1170,1104,12,0,149,1,"1",212,124,3,1951,166,34371,"25",316,122,112,47,0,219,"Q250",153,4,"Brick",1,151,"91.90%",1,13,"0","YES",225,215,"2",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,200000
"1126",2248,NA,"138-31 Jewel Ave, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/138-31-Jewel-Ave-Kew-Garden-Hills-NY-11367-178554835","Garden Apt","138-31 Jewel",NA,"Co-op",560,"11367","Hills",466,NA,33,"1",465,125,479,"OTHER","John Bowne High School (Q425)","efficiency",86,"N",1170,1104,12,558,149,1,"1",212,124,3,1950,166,34371,"25",395,122,112,48,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"3",8,"P.S. 219 Paul Klapper (Q219)",189,"N",1217,205000
"1127",2249,NA,"150-81 Village Rd, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/150-81-Village-Rd-Kew-Garden-Hills-NY-11367-166776040","Duplex W Private Ya>","150-81 Village",NA,"Co-op",1371,"11367","Hills",466,NA,75,"1",465,1311,479,"GAS","Hillcrest High School (Q505)","efficiency",88,"Y",1170,1104,12,350,149,1,"2",212,124,3,1950,166,37009,"28",77,122,112,45,0,219,"Q217",153,5,"Brick",2,151,"91.70%",1,13,"0","NO",225,215,"2",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,215000
"1128",2254,NA,"78-16 Main St St, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/78-16-Main-Street-St-Flushing-NY-11367-180184008","Real 3Br","78-16 Main Street",NA,"Co-op",854,"11367","Flushing",466,NA,66,"1",465,2740,479,"OIL","John Bowne High School (Q425)","efficiency",90,"N",1170,1104,12,416,149,1,"3",212,124,3,1940,166,37009,"28",503,122,112,50,0,219,"Q250",153,5,"Brick",3,151,"91.70%",1,13,"0","NO",225,215,"3",8,"P.S. 219 Paul Klapper (Q219)",189,"N",1217,268000
"1129",2255,NA,"67-40 136 St, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/67-40-136-St-Flushing-NY-11367-168159220","garden style","67-40 136",NA,"Co-op",1299,"11367","Flushing",466,NA,40,"1",465,2740,479,"GAS","John Bowne High School (Q425)","efficiency",63,"Y",1170,1104,12,416,149,1,"3",212,124,3,1950,166,34371,"25",420,122,112,50,0,219,"Q250",153,6,"Brick",3,151,"91.90%",1,13,"0","NO",225,215,"2",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,286000
"1130",2259,765,"79-16 Main St, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/168-01-12-Ave-Beechhurst-NY-11357-183313391","3 Bedroom","79-16 Main",NA,"Co-op",854,"11367","Hills",466,320,100,"1",465,2740,479,"OIL","Hillcrest High School (Q505)","efficiency",90,"N",1170,1104,12,416,149,1,"3",212,124,3,1958,166,34371,"25",339,122,112,50,0,219,"Q250",153,4,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"3",8,"P.S. 164 Queens Valley (Q164)",189,"Y",1217,NA
"1131",2265,679,"68-08 140th St, Kew Garden Hills NY, 11367","http://www.mlsli.com/homes-for-sale/67-40-Yellowstone-Blvd-Forest-Hills-NY-11375-196124832","Garden Apt","68-08 140th",NA,"Co-op",1013,"11367","Hills",466,239,66,"1",465,2740,479,"GAS","John Bowne High School (Q425)","efficiency",86,"N",1170,1104,12,416,149,1,"2",212,124,3,1951,166,37009,"28",434,122,112,47,0,219,"Q250",153,5,"Brick",1,151,"91.70%",1,13,"0","NO",225,215,"2",8,"P.S. 219 Paul Klapper (Q219)",189,"Y",1217,NA
"1132",2267,671,"67-41 150th St, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/147-01-Village-Road-Kew-Garden-Hills-NY-11367-183020730","Garden Apt 1 Bedroom","67-41 150th",NA,"Co-op",658,"11367","Flushing",466,219,100,"1",465,2740,479,"OIL","John Bowne High School (Q425)","efficiency",88,"Y",1170,1104,12,0,149,1,"1",212,124,3,1950,166,37009,"28",316,122,112,47,0,219,"Q250",153,3,"Brick",1,151,"91.70%",1,13,"0","NO",225,215,"2",8,"P.S. 165 Edith K. Bergtraum (Q165)",189,"Y",1217,NA
"1133",2270,225,"152-18 Union Tpke, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/141-35-78th-Rd-Kew-Garden-Hills-NY-11367-190849762","Two Bedroom","152-18 Union",NA,"Co-op",545,"11367","Flushing",466,470,0,"1",465,2567,479,"GAS","Hillcrest High School (Q505)","efficiency",90,"N",1170,1104,12,529,149,1,"2",212,124,3,1940,166,34371,"25",495,122,112,27,0,219,"Q217",153,5,"Concrete",2,151,"91.90%",1,13,"0","NO",225,215,"12",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"N",1217,NA
"1134",2289,NA,"152-72 Melbourne Ave, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/152-72-Melbourne-Ave-Flushing-NY-11367-190301879","Apartment","152-72 Melbourne",NA,"Condo",741,"11367","Flushing",466,NA,53,"1",465,2178,479,"OIL","John Bowne High School (Q425)","efficiency",85,"N",1170,1104,12,248,149,1,"1",212,124,3,1963,166,34371,"25",247,122,112,40,0,219,"Q250",153,3,"Brick",1,151,"91.90%",1,13,"0","NO",225,215,"7",8,"P.S. 201 The Discovery School for Inquiry and Research (Q201)",189,"N",1217,280000
"1135",2291,NA,"152-18 Union Tpke, Flushing NY, 11367","http://www.mlsli.com/homes-for-sale/152-18-Union-Tpke-Flushing-NY-11367-171064994","2 Bedrooms/1 Bathroom","152-18 Union",NA,"Condo",545,"11367","Flushing",466,NA,0,"1",465,2433,479,"ELEC","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,498,149,1,"2",212,124,3,1973,166,34371,"25",367,122,112,27,0,219,"Q217",153,4,"Concrete",2,151,"91.90%",1,13,"0","YES",225,215,"13",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,383000
"1136",2293,NA,"150-38 Union Tpke, Flushing, NY 11367","http://www.mlsli.com/homes-for-sale/150-38-Union-Tpke-Flushing-NY-11367-173070554","Two Bedroom One Bath","150-38 Union",NA,"Condo",712,"11367","Flushing",466,NA,17,"1",465,3490,479,"ELEC","Hillcrest High School (Q505)","efficiency",90,"Y",1170,1104,12,670,149,1,"2",212,124,3,1973,166,34371,"25",438,122,112,27,5,219,"Q217",153,4,"Brick",2,151,"91.90%",1,13,"0","YES",225,215,"13",8,"P.S. 117 J. Keld / Briarwood School (Q117)",189,"Y",1217,480000
"1137",2302,NA,"Corona NY, 11368","","Studio","Address Not available",NA,"Co-op",446,"11368","Corona",613,NA,162,"1",585,1830,616,"OIL","John Bowne High School (Q425)","efficiency",97,"N",1620,1502,26,294,106,5,"1",276,286,1,1960,110,52936,"24",438,290,296,45,0,290,"Q061",105,2,"Brick",2,213,"92.21%",5,28,"0","NO",316,299,"6",26,"P.S. 014 Fairview (Q014)",274,"Y",1649,130000
"1138",2303,NA,"58-03 Calloway St, Corona NY, 11368","","Forest Hills Chateau","58-03 Calloway St",NA,"Co-op",535,"11368","Corona",613,NA,180,"1",585,1112,616,"GAS","John Bowne High School (Q425)","efficiency",90,"N",1620,1502,26,335,106,5,"1",276,286,1,1968,110,52936,"24",382,290,296,45,0,290,"Q061",105,3,"Brick",1,213,"92.21%",5,28,"0","YES",316,299,"6",26,"P.S. 014 Fairview (Q014)",274,"Y",1649,132000
"1139",2304,NA,"99-25 60th Ave, Corona NY, 11368","","1 Bedroom","99-25 60th Ave",NA,"Co-op",690,"11368","Corona",613,NA,162,"1",585,1112,616,"GAS","John Bowne High School (Q425)","efficiency",88,"N",1620,1502,26,450,106,5,"1",276,286,1,1950,110,52936,"24",77,290,296,45,0,290,"Q061",105,4,"Brick",1,213,"92.21%",5,28,"0","NO",316,299,"6",26,"P.S. 014 Fairview (Q014)",274,"N",1649,150000
"1140",2305,NA,"99-06 58th Ave, Corona NY, 11368","","Large 1 Bedroom","99-06 58th Ave",NA,"Co-op",595,"11368","Corona",613,NA,105,"1",585,1112,616,"GAS","John Bowne High School (Q425)","efficiency",89,"Y",1620,1502,26,335,106,5,"1",276,286,1,1960,110,52936,"24",430,290,296,45,0,290,"Q061",105,4,"Brick",1,213,"92.21%",5,28,"0","NO",316,299,"6",26,"P.S. 014 Fairview (Q014)",274,"Y",1649,160000
"1141",2307,NA,"Corona NY, 11368","","2 Br","Address Not available",NA,"Co-op",790,"11368","Corona",613,NA,162,"1",585,1830,616,"OIL","John Bowne High School (Q425)","efficiency",97,"N",1620,1502,26,294,106,5,"2",276,286,1,1960,110,52936,"24",438,290,296,45,0,290,"Q061",105,5,"Brick",2,213,"92.21%",5,28,"0","NO",316,299,"5",26,"P.S. 014 Fairview (Q014)",274,"Y",1649,233000
"1142",2312,NA,"113-15 34th Ave, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/113-15-34th-Ave-Corona-NY-11368-170075813","Dorie Miller","113-15 34th",NA,"Co-op",748,"11368","Corona",613,NA,100,"1",585,1112,616,"OIL","Flushing High School (Q460)","efficiency",77,"N",1620,1502,26,854,106,5,"1",276,286,1,1953,110,44214,"20",291,290,296,45,0,290,"Q311",105,4,"Brick",1,213,"92.77%",5,28,"0","YES",316,299,"7",26,"P.S. 330 (Q330)",274,"N",1649,79000
"1143",2314,NA,"113-15 34th Ave UNIT 3-B, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/113-15-34-Ave-UNIT-3-B-Corona-NY-11368-80578561","Dorie Miller Housing","113-15 34",NA,"Co-op",748,"11368","Corona",613,NA,100,"1",585,1112,616,"GAS","Flushing High School (Q460)","efficiency",77,"N",1620,1502,26,854,106,5,"2",276,286,1,1953,110,39742,"30",316,290,296,45,1,290,"Q311",105,4,"Brick",1,213,"92.79%",5,28,"0","YES",316,299,"6",26,"P.S. 330 (Q330)",274,"N",1649,115000
"1144",2315,NA,"58-03 Calloway St, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/5803-Calloway-St-Corona-NY-11368-168589693","Forest Hills Chateau","5803 Calloway",NA,"Co-op",649,"11368","Corona",613,NA,180,"1",585,1112,616,"GAS","John Bowne High School (Q425)","efficiency",90,"N",1620,1502,26,335,106,5,"1",276,286,1,1968,110,52936,"24",382,290,296,45,0,290,"Q061",105,3,"Brick",1,213,"92.21%",5,28,"0","YES",316,299,"7",26,"P.S. 014 Fairview (Q014)",274,"N",1649,116000
"1145",2316,NA,"99-25 60th Ave, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/99-25-60th-Ave-Corona-NY-11368-148102429","Coop Building","99-25 60th",NA,"Co-op",813,"11368","Corona",613,NA,162,"2",585,1112,616,"OIL","John Bowne High School (Q425)","efficiency",88,"N",1620,1502,26,450,106,5,"2",276,286,1,1961,110,52936,"24",152,290,296,45,0,290,"Q061",105,6,"Brick",1,213,"92.21%",5,28,"0","NO",316,299,"6",26,"P.S. 014 Fairview (Q014)",274,"N",1649,260000
"1146",2338,NA,"102-14 Lewis Ave, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/102-14-Lewis-Ave-Corona-NY-11368-157084557","Apt In Bldg","102-14 Lewis",NA,"Condo",672,"11368","Corona",613,NA,162,"1",585,5500,616,"GAS","John Bowne High School (Q425)","efficiency",90,"N",1620,1502,26,167,106,5,"1",276,286,1,2004,110,52936,"24",250,290,296,45,2,290,"Q061",105,3,"Brick",1,213,"92.21%",5,28,"0","NO",316,299,"1",26,"P.S. 014 Fairview (Q014)",274,"N",1649,137550
"1147",2339,NA,"99-05 43rd Ave, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/99-05-43rd-Ave-Corona-NY-11368-137581636","One Bedroom","99-05 43rd",NA,"Condo",672,"11368","Corona",613,NA,162,"1",585,1830,616,"GAS","John Bowne High School (Q425)","efficiency",97,"N",1620,1502,26,293,106,5,"1",276,286,1,1991,110,52936,"24",438,290,296,45,0,290,"Q311",105,3,"Brick",1,213,"92.21%",5,28,"0","NO",316,299,"4",26,"P.S. 110 (Q110), Pioneer Academy (Q307), ",274,"N",1649,235000
"1148",2341,NA,"102-29 Nicolls Ave, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/102-29-Nicolls-Ave-Corona-NY-11368-174056463","2 Bedrooms","102-29 Nicolls",NA,"Condo",672,"11368","Corona",613,NA,150,"1",585,1660,616,"GAS","John Bowne High School (Q425)","efficiency",93,"Y",1620,1502,26,261,106,5,"2",276,286,1,1992,110,52936,"24",438,290,296,45,0,290,"Q061",105,4,"Brick",1,213,"92.21%",5,28,"0","YES",316,299,"3",26,"P.S. Q016 The Nancy DeBenedittis School (Q016)",274,"Y",1649,332000
"1149",2348,25,"104-61 38th Ave, Corona NY, 11368","http://www.mlsli.com/homes-for-sale/66-60-80th-St-Middle-Village-NY-11379-185051088","Yang","104-61 38th",NA,"Condo",672,"11368","Corona",613,439,162,"2",585,300,616,"GAS","Flushing High School (Q460)","efficiency",96,"N",1620,1502,26,422,106,5,"2",276,286,1,1985,110,52936,"24",430,290,296,45,0,290,"Q061",105,6,"Brick",1,213,"92.21%",5,28,"0","NO",316,299,"4",26,"P.S. 143 Louis Armstrong (Q143)",274,"Y",1649,NA
"1150",2349,NA,"32-43 91st St, E Elmhurst NY, 11369","","Northridge 1","32-43 91 St",NA,"Co-op",723,"11369","E. Elmhurst",610,NA,48,"1",679,2429,644,"OIL","Newtown High School (Q455)","efficiency",94,"Y",1814,1795,36,0,141,3,"1",339,349,1,1951,157,39742,"30",356,353,368,32,0,307,"Q145",140,3,"Brick",1,235,"92.79%",3,33,"0","NO",344,345,"6",33,"P.S. 228 Early Childhood Magnet School of the Arts (Q228), P.S. 149 Christa Mcauliffe (Q149)",293,"Y",1810,137000
"1151",2354,NA,"32-45 91st St, E Elmhurst NY, 11369","","Northridge 3","32-45 91 St",NA,"Co-op",697,"11369","E. Elmhurst",610,NA,48,"1",679,2429,644,"GAS","Newtown High School (Q455)","efficiency",94,"Y",1814,1795,36,0,141,3,"1",339,349,1,1951,157,39742,"30",414,353,368,32,0,307,"Q145",140,4,"Brick",1,235,"92.79%",3,33,"0","NO",344,345,"6",33,"P.S. 228 Early Childhood Magnet School of the Arts (Q228), P.S. 149 Christa Mcauliffe (Q149)",293,"Y",1810,199000
